"Mod name","Registry name","ID"
"Minecraft","minecraft:skeleton_horse",79
"Minecraft","minecraft:slime",80
"Minecraft","minecraft:small_fireball",81
"Minecraft","minecraft:snow_golem",82
"Minecraft","minecraft:snowball",83
"Minecraft","minecraft:spawner_minecart",55
"Minecraft","minecraft:spectral_arrow",84
"Minecraft","minecraft:spider",85
"Minecraft","minecraft:squid",86
"Minecraft","minecraft:stray",87
"Minecraft","minecraft:strider",88
"Minecraft","minecraft:tnt",69
"Minecraft","minecraft:tnt_minecart",56
"Minecraft","minecraft:trader_llama",94
"Minecraft","minecraft:trident",93
"Minecraft","minecraft:tropical_fish",95
"Minecraft","minecraft:turtle",96
"Minecraft","minecraft:vex",97
"Minecraft","minecraft:villager",98
"Minecraft","minecraft:vindicator",99
"Minecraft","minecraft:wandering_trader",100
"Minecraft","minecraft:witch",101
"Minecraft","minecraft:wither",102
"Minecraft","minecraft:wither_skeleton",103
"Minecraft","minecraft:wither_skull",104
"Minecraft","minecraft:wolf",105
"Minecraft","minecraft:zoglin",106
"Minecraft","minecraft:zombie",107
"Minecraft","minecraft:zombie_horse",108
"Minecraft","minecraft:zombie_villager",109
"Minecraft","minecraft:zombified_piglin",110
"Unknown","adorn:seat",113
"Unknown","adventurez:amethyst_golem",141
"Unknown","adventurez:amethyst_shard",142
"Unknown","adventurez:blaze_guardian",125
"Unknown","adventurez:blaze_guardian_shield",138
"Unknown","adventurez:brown_fungus",130
"Unknown","adventurez:deer",146
"Unknown","adventurez:desert_rhino",143
"Unknown","adventurez:dragon",132
"Unknown","adventurez:ender_whale",139
"Unknown","adventurez:enderwarthog",147
"Unknown","adventurez:fire_breath",137
"Unknown","adventurez:gilded_stone",116
"Unknown","adventurez:iguana",140
"Unknown","adventurez:mammoth",133
"Unknown","adventurez:necromancer",121
"Unknown","adventurez:nightmare",119
"Unknown","adventurez:orc",131
"Unknown","adventurez:piglin_beast",118
"Unknown","adventurez:red_fungus",129
"Unknown","adventurez:shaman",145
"Unknown","adventurez:skeleton_vanguard",123
"Unknown","adventurez:small_stone_golem",117
"Unknown","adventurez:soul_reaper",120
"Unknown","adventurez:stone_golem",114
"Unknown","adventurez:summoner",124
"Unknown","adventurez:the_eye",126
"Unknown","adventurez:thrown_rock",115
"Unknown","adventurez:tiny_eye",128
"Unknown","adventurez:void_bullet",136
"Unknown","adventurez:void_cloud",144
"Unknown","adventurez:void_fragment",134
"Unknown","adventurez:void_shade",135
"Unknown","adventurez:void_shadow",127
"Unknown","adventurez:wither_puppet",122
"Unknown","ae2:charged_quartz",443
"Unknown","ae2:growing_crystal",444
"Unknown","ae2:singularity",442
"Unknown","ae2:tiny_tnt_primed",445
"Unknown","aqupd:grizzly_bear",148
"Unknown","arcanus:arcane_barrier",150
"Unknown","arcanus:magic_missile",151
"Unknown","arcanus:solar_strike",149
"Unknown","besmirchment:beelzebub",156
"Unknown","besmirchment:final_broom",152
"Unknown","besmirchment:infectious_spit",154
"Unknown","besmirchment:werepyre",155
"Unknown","besmirchment:witchy_dye",153
"Unknown","bewitchment:baphomet",173
"Unknown","bewitchment:cypress_broom",158
"Unknown","bewitchment:demon",171
"Unknown","bewitchment:dragons_blood_broom",160
"Unknown","bewitchment:elder_broom",159
"Unknown","bewitchment:ghost",167
"Unknown","bewitchment:hellhound",170
"Unknown","bewitchment:herne",175
"Unknown","bewitchment:horned_spear",162
"Unknown","bewitchment:juniper_broom",157
"Unknown","bewitchment:leonard",172
"Unknown","bewitchment:lilith",174
"Unknown","bewitchment:owl",163
"Unknown","bewitchment:raven",164
"Unknown","bewitchment:silver_arrow",161
"Unknown","bewitchment:snake",165
"Unknown","bewitchment:toad",166
"Unknown","bewitchment:vampire",168
"Unknown","bewitchment:werewolf",169
"Unknown","biomemakeover:adjudicator",194
"Unknown","biomemakeover:adjudicator_mimic",195
"Unknown","biomemakeover:blightbat",180
"Unknown","biomemakeover:bm_boat",177
"Unknown","biomemakeover:cowboy",184
"Unknown","biomemakeover:decayed",185
"Unknown","biomemakeover:dragonfly",186
"Unknown","biomemakeover:ghost",183
"Unknown","biomemakeover:glowfish",179
"Unknown","biomemakeover:lightning_bottle",178
"Unknown","biomemakeover:lightning_bug",189
"Unknown","biomemakeover:lightning_bug_alternate",190
"Unknown","biomemakeover:moth",192
"Unknown","biomemakeover:mushroom_trader",181
"Unknown","biomemakeover:owl",191
"Unknown","biomemakeover:rootling",193
"Unknown","biomemakeover:scuttler",182
"Unknown","biomemakeover:stone_golem",196
"Unknown","biomemakeover:tadpole",188
"Unknown","biomemakeover:toad",187
"Unknown","biomemakeover:tumbleweed",176
"Unknown","bosses_of_mass_destruction:blue_fireball",198
"Unknown","bosses_of_mass_destruction:comet",199
"Unknown","bosses_of_mass_destruction:gauntlet",202
"Unknown","bosses_of_mass_destruction:lich",197
"Unknown","bosses_of_mass_destruction:obsidilith",201
"Unknown","bosses_of_mass_destruction:petal_blade",205
"Unknown","bosses_of_mass_destruction:soul_star",200
"Unknown","bosses_of_mass_destruction:spore_ball",204
"Unknown","bosses_of_mass_destruction:void_blossom",203
"Unknown","botania:babylon_weapon",222
"Unknown","botania:corporea_spark",216
"Unknown","botania:doppleganger",210
"Unknown","botania:ender_air",224
"Unknown","botania:ender_air_bottle",217
"Unknown","botania:falling_star",223
"Unknown","botania:flame_ring",208
"Unknown","botania:magic_landmine",211
"Unknown","botania:magic_missile",214
"Unknown","botania:mana_burst",206
"Unknown","botania:mana_storm",221
"Unknown","botania:pink_wither",219
"Unknown","botania:pixie",207
"Unknown","botania:player_mover",220
"Unknown","botania:pool_minecart",218
"Unknown","botania:spark",212
"Unknown","botania:thorn_chakram",215
"Unknown","botania:thrown_item",213
"Unknown","botania:vine_ball",209
"Unknown","byg:boat",225
"Unknown","campanion:diamond_spear",230
"Unknown","campanion:flare_thrown",235
"Unknown","campanion:golden_spear",229
"Unknown","campanion:grappling_hook",232
"Unknown","campanion:iron_spear",228
"Unknown","campanion:lawn_chair",233
"Unknown","campanion:netherite_spear",231
"Unknown","campanion:skipping_stone",234
"Unknown","campanion:stone_spear",227
"Unknown","campanion:wooden_spear",226
"Unknown","dawn:custom_tnt",236
"Unknown","dawn:flying_block",237
"Unknown","decorative_blocks:dummy",238
"Unknown","earthtojavamobs:albino_cow",241
"Unknown","earthtojavamobs:amber_chicken",239
"Unknown","earthtojavamobs:ashen_cow",240
"Unknown","earthtojavamobs:bold_striped_rabbit",244
"Unknown","earthtojavamobs:bone_shard",243
"Unknown","earthtojavamobs:bone_spider",245
"Unknown","earthtojavamobs:bouldering_zombie",246
"Unknown","earthtojavamobs:bronzed_chicken",247
"Unknown","earthtojavamobs:cluckshroom",248
"Unknown","earthtojavamobs:cookie_cow",249
"Unknown","earthtojavamobs:cream_cow",250
"Unknown","earthtojavamobs:dairy_cow",251
"Unknown","earthtojavamobs:fancy_chicken",252
"Unknown","earthtojavamobs:flecked_sheep",253
"Unknown","earthtojavamobs:freckled_rabbit",254
"Unknown","earthtojavamobs:furnace_golem",255
"Unknown","earthtojavamobs:fuzzy_sheep",256
"Unknown","earthtojavamobs:glow_squid",257
"Unknown","earthtojavamobs:gold_crested_chicken",258
"Unknown","earthtojavamobs:harelequin_rabbit",259
"Unknown","earthtojavamobs:horned_sheep",260
"Unknown","earthtojavamobs:inky_sheep",261
"Unknown","earthtojavamobs:jolly_llama",262
"Unknown","earthtojavamobs:jumbo_rabbit",263
"Unknown","earthtojavamobs:lobber_zombie",264
"Unknown","earthtojavamobs:long_nosed_sheep",265
"Unknown","earthtojavamobs:melon_golem",266
"Unknown","earthtojavamobs:melon_seed_projectile",267
"Unknown","earthtojavamobs:midnight_chicken",268
"Unknown","earthtojavamobs:moobloom",269
"Unknown","earthtojavamobs:moolip",270
"Unknown","earthtojavamobs:mottled_pig",271
"Unknown","earthtojavamobs:muddy_foot_rabbit",272
"Unknown","earthtojavamobs:muddy_pig",273
"Unknown","earthtojavamobs:pale_pig",274
"Unknown","earthtojavamobs:patched_sheep",275
"Unknown","earthtojavamobs:piebald_pig",276
"Unknown","earthtojavamobs:pink_footed_pig",277
"Unknown","earthtojavamobs:pinto_cow",242
"Unknown","earthtojavamobs:rainbow_sheep",278
"Unknown","earthtojavamobs:rocky_sheep",279
"Unknown","earthtojavamobs:rotten_flesh_projectile",280
"Unknown","earthtojavamobs:skeleton_wolf",281
"Unknown","earthtojavamobs:skewbald_chicken",282
"Unknown","earthtojavamobs:sooty_pig",283
"Unknown","earthtojavamobs:spotted_pig",284
"Unknown","earthtojavamobs:stormy_chicken",285
"Unknown","earthtojavamobs:sunset_cow",286
"Unknown","earthtojavamobs:tropical_slime",287
"Unknown","earthtojavamobs:umbra_cow",288
"Unknown","earthtojavamobs:vested_rabbit",289
"Unknown","earthtojavamobs:viler_witch",290
"Unknown","earthtojavamobs:wooly_cow",291
"Unknown","edenring:lightning_ray",292
"Unknown","exlinefurniture:entity_sit",293
"Unknown","farmingforblockheads:merchant",294
"Unknown","hookshot:hookshot",295
"Unknown","immortuoscalyx:infecteddiver",298
"Unknown","immortuoscalyx:infectedhuman",297
"Unknown","immortuoscalyx:infectedig",300
"Unknown","immortuoscalyx:infectedplayer",296
"Unknown","immortuoscalyx:infectedvillager",299
"Unknown","kibe:thrown_torch",301
"Unknown","mcdar:buzzy_nest_bee",302
"Unknown","mcdar:enchanted_blue_sheep",303
"Unknown","mcdar:enchanted_green_sheep",304
"Unknown","mcdar:enchanted_red_sheep",305
"Unknown","mcdar:golem_kit_golem",306
"Unknown","mcdar:tasty_bone_wolf",307
"Unknown","mcdar:wonderful_wheat_llama",308
"Unknown","mcdw:summoned_bee",446
"Unknown","medievalweapons:diamond_francisca",313
"Unknown","medievalweapons:diamond_javelin",319
"Unknown","medievalweapons:golden_francisca",312
"Unknown","medievalweapons:golden_javelin",318
"Unknown","medievalweapons:healing_ball",321
"Unknown","medievalweapons:iron_francisca",311
"Unknown","medievalweapons:iron_javelin",317
"Unknown","medievalweapons:netherite_francisca",314
"Unknown","medievalweapons:netherite_javelin",320
"Unknown","medievalweapons:stone_francisca",310
"Unknown","medievalweapons:stone_javelin",316
"Unknown","medievalweapons:wooden_francisca",309
"Unknown","medievalweapons:wooden_javelin",315
"Unknown","moborigins:origin_slime",322
"Unknown","mtmechs:magitekarmor",324
"Unknown","mtmechs:protoarmor",325
"Unknown","mtmechs:tunnelarmor",323
"Unknown","mythicmounts:acencia",337
"Unknown","mythicmounts:archelon",336
"Unknown","mythicmounts:courierbird",332
"Unknown","mythicmounts:direwolf",326
"Unknown","mythicmounts:dragon",334
"Unknown","mythicmounts:geckotoalizard",329
"Unknown","mythicmounts:griffon",327
"Unknown","mythicmounts:moth",328
"Unknown","mythicmounts:netherbat",333
"Unknown","mythicmounts:nightmare",335
"Unknown","mythicmounts:nudibranch",330
"Unknown","mythicmounts:ridinglizard",331
"Unknown","observed:observer",338
"Unknown","origins:enderian_pearl",339
"Unknown","promenade:duck",340
"Unknown","promenade:lush_creeper",341
"Unknown","promenade:sunken_skeleton",342
"Unknown","ratsmischief:rat",343
"Unknown","shetiphiancore:gui_item",344
"Unknown","slime_mimic:slime_mimic",345
"Unknown","spectrum:block_flooder_projectile",350
"Unknown","spectrum:gravity_block",347
"Unknown","spectrum:invisible_glow_item_frame",349
"Unknown","spectrum:invisible_item_frame",348
"Unknown","spectrum:shooting_star",346
"Unknown","taterzens:npc",351
"Unknown","terraform:boat",352
"Unknown","terrarianslimes:baby_slime",365
"Unknown","terrarianslimes:black_slime",358
"Unknown","terrarianslimes:blue_slime",354
"Unknown","terrarianslimes:bomb",378
"Unknown","terrarianslimes:corrupt_slime",371
"Unknown","terrarianslimes:crimslime",373
"Unknown","terrarianslimes:dirt_bomb",379
"Unknown","terrarianslimes:dynamite",380
"Unknown","terrarianslimes:glowstick",381
"Unknown","terrarianslimes:green_slime",353
"Unknown","terrarianslimes:grenade",377
"Unknown","terrarianslimes:ice_slime",359
"Unknown","terrarianslimes:illuminant_slime",374
"Unknown","terrarianslimes:jungle_slime",361
"Unknown","terrarianslimes:king_slime",368
"Unknown","terrarianslimes:lava_slime",366
"Unknown","terrarianslimes:mother_slime",364
"Unknown","terrarianslimes:pinky",367
"Unknown","terrarianslimes:purple_slime",356
"Unknown","terrarianslimes:rainbow_slime",375
"Unknown","terrarianslimes:red_slime",355
"Unknown","terrarianslimes:sand_slime",360
"Unknown","terrarianslimes:slimeling",372
"Unknown","terrarianslimes:spike",376
"Unknown","terrarianslimes:spiked_ice_slime",362
"Unknown","terrarianslimes:spiked_jungle_slime",363
"Unknown","terrarianslimes:spiked_slime",369
"Unknown","terrarianslimes:umbrella_slime",370
"Unknown","terrarianslimes:yellow_slime",357
"Unknown","valley:bear",382
"Unknown","valley:duck",383
"Unknown","valley:fire_eel",384
"Unknown","valley:minnow",386
"Unknown","valley:perch",385
"Unknown","valley:red_porgy",388
"Unknown","valley:sardine",387
"Unknown","wildlife:ant",432
"Unknown","wildlife:anteater",409
"Unknown","wildlife:armadillo",410
"Unknown","wildlife:badger",413
"Unknown","wildlife:beaver",411
"Unknown","wildlife:bluebird",417
"Unknown","wildlife:boar",405
"Unknown","wildlife:capybara",407
"Unknown","wildlife:chameleon",394
"Unknown","wildlife:chickadee",422
"Unknown","wildlife:cottonbird",427
"Unknown","wildlife:crab",399
"Unknown","wildlife:cricket",441
"Unknown","wildlife:deer",406
"Unknown","wildlife:dragonfly",435
"Unknown","wildlife:ferret",396
"Unknown","wildlife:flycatcher",425
"Unknown","wildlife:gecko",393
"Unknown","wildlife:glasswing_butterfly",440
"Unknown","wildlife:goldfinch",416
"Unknown","wildlife:grass_snake",392
"Unknown","wildlife:hamster",395
"Unknown","wildlife:hedgehog",397
"Unknown","wildlife:hermitcrab",398
"Unknown","wildlife:iguana",400
"Unknown","wildlife:june_beetle",403
"Unknown","wildlife:king_snake",389
"Unknown","wildlife:ladybug",434
"Unknown","wildlife:lark",424
"Unknown","wildlife:meadowlark",419
"Unknown","wildlife:milk_snake",391
"Unknown","wildlife:monarch_butterfly",439
"Unknown","wildlife:monkey",404
"Unknown","wildlife:morpho_butterfly",438
"Unknown","wildlife:oriole",418
"Unknown","wildlife:phoebe",415
"Unknown","wildlife:porcupine",412
"Unknown","wildlife:possum",408
"Unknown","wildlife:python",390
"Unknown","wildlife:rhino_beetle",401
"Unknown","wildlife:robin",423
"Unknown","wildlife:snail",430
"Unknown","wildlife:sparrow",428
"Unknown","wildlife:spicebush_butterfly",436
"Unknown","wildlife:spider",431
"Unknown","wildlife:staghorn_beetle",402
"Unknown","wildlife:stickbug",429
"Unknown","wildlife:sunflowerbeetle",433
"Unknown","wildlife:swallow",414
"Unknown","wildlife:tiger_butterfly",437
"Unknown","wildlife:towhee",421
"Unknown","wildlife:white_eye",426
"Unknown","wildlife:wren",420
