"ID","Registry name","Temp.","RainType","Downfall"
235,"vanillaplusbiomes:fen",0.25,rain,"0.80"
236,"vanillaplusbiomes:mixed_taiga",0.25,rain,"0.80"
237,"vanillaplusbiomes:tall_taiga",0.25,rain,"0.80"
238,"vanillaplusbiomes:tall_pine_taiga",0.25,rain,"0.80"
239,"vanillaplusbiomes:pumpkin_patch",0.80,rain,"0.40"
240,"vanillaplusbiomes:sparse_forest",0.80,rain,"0.40"
241,"vanillaplusbiomes:flower_field",0.80,rain,"0.40"
242,"vanillaplusbiomes:lowlands",0.80,rain,"0.40"
243,"vanillaplusbiomes:plains_hills",0.80,rain,"0.40"
244,"vanillaplusbiomes:plains_plateau",0.80,rain,"0.40"
245,"vanillaplusbiomes:rocky_plains",0.80,rain,"0.40"
246,"vanillaplusbiomes:ocean_lagoon",0.50,rain,"0.50"
247,"vanillaplusbiomes:cold_ocean_lagoon",0.50,rain,"0.50"
248,"vanillaplusbiomes:lukewarm_ocean_lagoon",0.50,rain,"0.50"
249,"vanillaplusbiomes:warm_ocean_lagoon",0.50,rain,"0.50"
250,"vanillaplusbiomes:swamp_clearing",0.80,rain,"0.90"
251,"vanillaplusbiomes:lush_swamp",0.80,rain,"0.90"
252,"vanillaplusbiomes:mushroomy_swamp",0.80,rain,"0.90"
253,"vanillaplusbiomes:swamp_edge",0.80,rain,"0.90"
254,"vanillaplusbiomes:decaying_swamp",0.80,rain,"0.90"
255,"vanillaplusbiomes:red_desert",2.00,-,"0.00"
256,"vanillaplusbiomes:oasis",1.00,-,"1.00"
257,"vanillaplusbiomes:lush_desert",2.00,-,"0.00"
258,"vanillaplusbiomes:barren_desert",2.00,-,"0.00"
259,"vanillaplusbiomes:desert_plateau",2.00,-,"0.00"
260,"vanillaplusbiomes:red_desert_plateau",2.00,-,"0.00"
261,"vanillaplusbiomes:forest_clearing",0.70,rain,"0.80"
262,"vanillaplusbiomes:forest_thicket",0.70,rain,"0.80"
263,"vanillaplusbiomes:forest_lake",0.70,rain,"0.80"
264,"vanillaplusbiomes:forest_edge",0.70,rain,"0.80"
265,"vanillaplusbiomes:tall_forest",0.70,rain,"0.80"
266,"vanillaplusbiomes:forest_scrub",0.70,rain,"0.80"
267,"vanillaplusbiomes:flooded_forest",0.70,rain,"0.80"
268,"vanillaplusbiomes:birch_forest_clearing",0.60,rain,"0.60"
269,"vanillaplusbiomes:birch_forest_thicket",0.60,rain,"0.60"
270,"vanillaplusbiomes:birch_forest_lake",0.60,rain,"0.60"
271,"vanillaplusbiomes:birch_forest_edge",0.60,rain,"0.60"
272,"vanillaplusbiomes:dark_forest_edge",0.70,rain,"0.80"
273,"vanillaplusbiomes:tall_dark_forest",0.70,rain,"0.80"
274,"vanillaplusbiomes:ancient_dark_forest",0.70,rain,"0.80"
275,"vanillaplusbiomes:dark_forest_oak_thicket",0.70,rain,"0.80"
276,"vanillaplusbiomes:dark_forest_clearing",0.70,rain,"0.80"
277,"vanillaplusbiomes:decaying_dark_forest",0.70,rain,"0.80"
278,"vanillaplusbiomes:savanna_thicket",1.20,-,"0.00"
279,"vanillaplusbiomes:savanna_lake",1.20,-,"0.00"
280,"vanillaplusbiomes:savanna_scrub",1.20,-,"0.00"
281,"vanillaplusbiomes:snowy_taiga_lake",-0.50,rain,"0.40"
282,"vanillaplusbiomes:snowy_taiga_clearing",-0.50,rain,"0.40"
283,"vanillaplusbiomes:snowy_berry_fields",-0.50,rain,"0.40"
284,"vanillaplusbiomes:snowy_taiga_edge",-0.50,rain,"0.40"
285,"vanillaplusbiomes:snowy_pine_taiga",-0.50,rain,"0.40"
286,"vanillaplusbiomes:tall_snowy_taiga",-0.50,rain,"0.40"
287,"vanillaplusbiomes:tall_snowy_pine_taiga",-0.50,rain,"0.40"
288,"vanillaplusbiomes:jungle_clearing",0.95,rain,"0.90"
289,"vanillaplusbiomes:rocky_badlands_plateau",2.00,-,"0.00"
290,"vanillaplusbiomes:weathered_badlands_plateau",2.00,-,"0.00"
291,"woods_and_mires:pine_forest",0.40,rain,"0.60"
292,"woods_and_mires:pine_forest_hills",0.40,rain,"0.60"
293,"woods_and_mires:pine_forest_clearing",0.40,rain,"0.60"
294,"woods_and_mires:pine_mire",0.60,rain,"0.90"
295,"woods_and_mires:kettle_pond",0.40,rain,"0.80"
296,"woods_and_mires:fell",0.25,rain,"0.70"
297,"woods_and_mires:fell_edge",0.25,rain,"0.70"
298,"magicfungi:host_biome",1.00,-,"0.00"
299,"betterend:foggy_mushroomland",1.00,-,"0.00"
300,"betterend:chorus_forest",1.00,-,"0.00"
301,"betterend:dust_wastelands",1.00,-,"0.00"
302,"betterend:megalake",1.00,-,"0.00"
303,"betterend:megalake_grove",1.00,-,"0.00"
304,"betterend:crystal_mountains",1.00,-,"0.00"
305,"betterend:painted_mountains",1.00,-,"0.00"
306,"betterend:shadow_forest",1.00,-,"0.00"
307,"betterend:amber_land",1.00,-,"0.00"
308,"betterend:blossoming_spires",1.00,-,"0.00"
309,"betterend:sulphur_springs",1.00,-,"0.00"
310,"betterend:umbrella_jungle",1.00,-,"0.00"
311,"betterend:glowing_grasslands",1.00,-,"0.00"
312,"betterend:dragon_graveyards",1.00,-,"0.00"
313,"betterend:dry_shrubland",1.00,-,"0.00"
314,"betterend:lantern_woods",1.00,-,"0.00"
315,"betterend:neon_oasis",1.00,-,"0.00"
316,"betterend:umbra_valley",1.00,-,"0.00"
317,"betterend:ice_starfield",0.00,-,"0.00"
318,"betterend:empty_end_cave",1.00,-,"0.00"
319,"betterend:empty_smaragdant_cave",1.00,-,"0.00"
320,"betterend:lush_smaragdant_cave",1.00,-,"0.00"
321,"betterend:empty_aurora_cave",1.00,-,"0.00"
322,"betterend:lush_aurora_cave",1.00,-,"0.00"
323,"betterend:jade_cave",1.00,-,"0.00"
324,"traverse:snowy_coniferous_forest",-0.50,snow,"0.90"
325,"traverse:autumnal_woods",0.80,rain,"0.40"
326,"traverse:coniferous_forest",0.60,rain,"0.90"
327,"traverse:wooded_plateau",0.80,rain,"0.20"
328,"traverse:woodlands",0.80,rain,"0.40"
329,"traverse:desert_shrubland",2.00,-,"0.00"
330,"traverse:snowy_coniferous_wooded_hills",-0.50,snow,"0.90"
331,"traverse:mini_jungle",0.95,rain,"0.90"
332,"traverse:coniferous_wooded_hills",0.60,rain,"0.90"
333,"traverse:autumnal_wooded_hills",0.80,rain,"0.40"
334,"traverse:rocky_edge",0.80,rain,"0.20"
335,"traverse:snowy_high_coniferous_forest",-0.60,snow,"0.90"
336,"traverse:wooded_island",0.80,rain,"0.80"
337,"traverse:lush_swamp",0.80,rain,"0.90"
338,"traverse:meadow",0.80,rain,"0.70"
339,"traverse:cliffs",0.30,rain,"0.40"
340,"traverse:high_coniferous_forest",0.30,rain,"0.90"
341,"traverse:snowy_cliffs",0.22,rain,"0.40"
342,"traverse:arid_highlands",2.00,-,"0.00"
343,"traverse:plains_plateau",0.80,rain,"0.20"
344,"traverse:rolling_hills",0.50,rain,"0.80"
345,"skylore:bountiful_bonanza",0.80,rain,"0.40"
346,"world_blender:cold_hills_blended",0.00,snow,"0.40"
347,"skylore:decaying_ruins",1.00,rain,"0.40"
348,"skylore:dry_dunes",1.00,rain,"0.40"
349,"world_blender:frozen_ocean_blended",0.00,snow,"0.40"
350,"world_blender:general_blended",1.00,rain,"0.40"
351,"world_blender_extras:minecraft_prototype",0.80,rain,"0.40"
352,"skylore:monsters_mushrooms",0.20,rain,"0.30"
353,"world_blender:mountainous_blended",1.85,rain,"0.40"
354,"world_blender:ocean_blended",0.70,rain,"0.40"
355,"skylore:prominent_pumpkin_pastures",0.80,rain,"0.40"
356,"skylore:verde_plains",0.80,rain,"0.40"
357,"skylore:warped_wallows",2.00,-,"0.00"
358,"skylore:white_cherry_oak_meadow",1.00,rain,"0.40"
