"Mod name","Registry name","ID"
"Minecraft","minecraft:skeleton_horse",79
"Minecraft","minecraft:slime",80
"Minecraft","minecraft:small_fireball",81
"Minecraft","minecraft:snow_golem",82
"Minecraft","minecraft:snowball",83
"Minecraft","minecraft:spawner_minecart",55
"Minecraft","minecraft:spectral_arrow",84
"Minecraft","minecraft:spider",85
"Minecraft","minecraft:squid",86
"Minecraft","minecraft:stray",87
"Minecraft","minecraft:strider",88
"Minecraft","minecraft:tnt",69
"Minecraft","minecraft:tnt_minecart",56
"Minecraft","minecraft:trader_llama",94
"Minecraft","minecraft:trident",93
"Minecraft","minecraft:tropical_fish",95
"Minecraft","minecraft:turtle",96
"Minecraft","minecraft:vex",97
"Minecraft","minecraft:villager",98
"Minecraft","minecraft:vindicator",99
"Minecraft","minecraft:wandering_trader",100
"Minecraft","minecraft:witch",101
"Minecraft","minecraft:wither",102
"Minecraft","minecraft:wither_skeleton",103
"Minecraft","minecraft:wither_skull",104
"Minecraft","minecraft:wolf",105
"Minecraft","minecraft:zoglin",106
"Minecraft","minecraft:zombie",107
"Minecraft","minecraft:zombie_horse",108
"Minecraft","minecraft:zombie_villager",109
"Minecraft","minecraft:zombified_piglin",110
"Unknown","adorn:seat",114
"Unknown","adventurez:amethyst_golem",142
"Unknown","adventurez:amethyst_shard",143
"Unknown","adventurez:blaze_guardian",126
"Unknown","adventurez:blaze_guardian_shield",139
"Unknown","adventurez:brown_fungus",131
"Unknown","adventurez:deer",147
"Unknown","adventurez:desert_rhino",144
"Unknown","adventurez:dragon",133
"Unknown","adventurez:ender_whale",140
"Unknown","adventurez:enderwarthog",148
"Unknown","adventurez:fire_breath",138
"Unknown","adventurez:gilded_stone",117
"Unknown","adventurez:iguana",141
"Unknown","adventurez:mammoth",134
"Unknown","adventurez:necromancer",122
"Unknown","adventurez:nightmare",120
"Unknown","adventurez:orc",132
"Unknown","adventurez:piglin_beast",119
"Unknown","adventurez:red_fungus",130
"Unknown","adventurez:shaman",146
"Unknown","adventurez:skeleton_vanguard",124
"Unknown","adventurez:small_stone_golem",118
"Unknown","adventurez:soul_reaper",121
"Unknown","adventurez:stone_golem",115
"Unknown","adventurez:summoner",125
"Unknown","adventurez:the_eye",127
"Unknown","adventurez:thrown_rock",116
"Unknown","adventurez:tiny_eye",129
"Unknown","adventurez:void_bullet",137
"Unknown","adventurez:void_cloud",145
"Unknown","adventurez:void_fragment",135
"Unknown","adventurez:void_shade",136
"Unknown","adventurez:void_shadow",128
"Unknown","adventurez:wither_puppet",123
"Unknown","ae2:charged_quartz",501
"Unknown","ae2:growing_crystal",502
"Unknown","ae2:singularity",500
"Unknown","ae2:tiny_tnt_primed",503
"Unknown","arcanus:arcane_barrier",150
"Unknown","arcanus:magic_missile",151
"Unknown","arcanus:solar_strike",149
"Unknown","artifacts:mimic",152
"Unknown","besmirchment:beelzebub",157
"Unknown","besmirchment:final_broom",153
"Unknown","besmirchment:infectious_spit",155
"Unknown","besmirchment:werepyre",156
"Unknown","besmirchment:witchy_dye",154
"Unknown","betteranimalsplus:badger",169
"Unknown","betteranimalsplus:badgerdirt",158
"Unknown","betteranimalsplus:barracuda",196
"Unknown","betteranimalsplus:blackbear",182
"Unknown","betteranimalsplus:boar",188
"Unknown","betteranimalsplus:bobbit_worm",174
"Unknown","betteranimalsplus:brownbear",181
"Unknown","betteranimalsplus:butterfly",194
"Unknown","betteranimalsplus:coyote",185
"Unknown","betteranimalsplus:crab",170
"Unknown","betteranimalsplus:deer",183
"Unknown","betteranimalsplus:dragonfly",195
"Unknown","betteranimalsplus:eel_freshwater",192
"Unknown","betteranimalsplus:eel_saltwater",193
"Unknown","betteranimalsplus:feralwolf",184
"Unknown","betteranimalsplus:flying_fish",197
"Unknown","betteranimalsplus:golden_goose_egg",159
"Unknown","betteranimalsplus:goose",175
"Unknown","betteranimalsplus:goose_egg",160
"Unknown","betteranimalsplus:horseshoecrab",171
"Unknown","betteranimalsplus:jellyfish",186
"Unknown","betteranimalsplus:lammergeier",164
"Unknown","betteranimalsplus:lamprey",189
"Unknown","betteranimalsplus:moose",191
"Unknown","betteranimalsplus:nautilus",190
"Unknown","betteranimalsplus:octopus",180
"Unknown","betteranimalsplus:pheasant",166
"Unknown","betteranimalsplus:pheasant_egg",161
"Unknown","betteranimalsplus:piranha",198
"Unknown","betteranimalsplus:reindeer",187
"Unknown","betteranimalsplus:shark",172
"Unknown","betteranimalsplus:songbird",168
"Unknown","betteranimalsplus:squid_colossal",178
"Unknown","betteranimalsplus:squid_giant",179
"Unknown","betteranimalsplus:squirrel",167
"Unknown","betteranimalsplus:tarantula",165
"Unknown","betteranimalsplus:tarantulahair",163
"Unknown","betteranimalsplus:turkey",173
"Unknown","betteranimalsplus:turkey_egg",162
"Unknown","betteranimalsplus:walrus",177
"Unknown","betteranimalsplus:whale",176
"Unknown","bewitchment:baphomet",215
"Unknown","bewitchment:cypress_broom",200
"Unknown","bewitchment:demon",213
"Unknown","bewitchment:dragons_blood_broom",202
"Unknown","bewitchment:elder_broom",201
"Unknown","bewitchment:ghost",209
"Unknown","bewitchment:hellhound",212
"Unknown","bewitchment:herne",217
"Unknown","bewitchment:horned_spear",204
"Unknown","bewitchment:juniper_broom",199
"Unknown","bewitchment:leonard",214
"Unknown","bewitchment:lilith",216
"Unknown","bewitchment:owl",205
"Unknown","bewitchment:raven",206
"Unknown","bewitchment:silver_arrow",203
"Unknown","bewitchment:snake",207
"Unknown","bewitchment:toad",208
"Unknown","bewitchment:vampire",210
"Unknown","bewitchment:werewolf",211
"Unknown","bosses_of_mass_destruction:blue_fireball",219
"Unknown","bosses_of_mass_destruction:charged_ender_pearl",222
"Unknown","bosses_of_mass_destruction:comet",220
"Unknown","bosses_of_mass_destruction:gauntlet",224
"Unknown","bosses_of_mass_destruction:lich",218
"Unknown","bosses_of_mass_destruction:obsidilith",223
"Unknown","bosses_of_mass_destruction:petal_blade",227
"Unknown","bosses_of_mass_destruction:soul_star",221
"Unknown","bosses_of_mass_destruction:spore_ball",226
"Unknown","bosses_of_mass_destruction:void_blossom",225
"Unknown","byg:boat",228
"Unknown","campanion:diamond_spear",233
"Unknown","campanion:flare_thrown",238
"Unknown","campanion:golden_spear",232
"Unknown","campanion:grappling_hook",235
"Unknown","campanion:iron_spear",231
"Unknown","campanion:lawn_chair",236
"Unknown","campanion:netherite_spear",234
"Unknown","campanion:skipping_stone",237
"Unknown","campanion:stone_spear",230
"Unknown","campanion:wooden_spear",229
"Unknown","create:contraption",241
"Unknown","create:crafting_blueprint",240
"Unknown","create:gantry_contraption",243
"Unknown","create:potato_projectile",244
"Unknown","create:seat",245
"Unknown","create:stationary_contraption",242
"Unknown","create:super_glue",239
"Unknown","dawn:custom_tnt",246
"Unknown","dawn:flying_block",247
"Unknown","decorative_blocks:dummy",248
"Unknown","earthtojavamobs:albino_cow",250
"Unknown","earthtojavamobs:amber_chicken",256
"Unknown","earthtojavamobs:ashen_cow",249
"Unknown","earthtojavamobs:bold_striped_rabbit",268
"Unknown","earthtojavamobs:bone_shard",279
"Unknown","earthtojavamobs:bone_spider",280
"Unknown","earthtojavamobs:bouldering_zombie",281
"Unknown","earthtojavamobs:bronzed_chicken",257
"Unknown","earthtojavamobs:cluckshroom",282
"Unknown","earthtojavamobs:cookie_cow",251
"Unknown","earthtojavamobs:cream_cow",252
"Unknown","earthtojavamobs:dairy_cow",253
"Unknown","earthtojavamobs:fancy_chicken",283
"Unknown","earthtojavamobs:flecked_sheep",273
"Unknown","earthtojavamobs:freckled_rabbit",269
"Unknown","earthtojavamobs:furnace_golem",284
"Unknown","earthtojavamobs:fuzzy_sheep",274
"Unknown","earthtojavamobs:gold_crested_chicken",258
"Unknown","earthtojavamobs:harelequin_rabbit",270
"Unknown","earthtojavamobs:horned_sheep",285
"Unknown","earthtojavamobs:inky_sheep",275
"Unknown","earthtojavamobs:jolly_llama",286
"Unknown","earthtojavamobs:jumbo_rabbit",287
"Unknown","earthtojavamobs:lobber_zombie",288
"Unknown","earthtojavamobs:long_nosed_sheep",276
"Unknown","earthtojavamobs:melon_golem",289
"Unknown","earthtojavamobs:melon_seed_projectile",290
"Unknown","earthtojavamobs:midnight_chicken",259
"Unknown","earthtojavamobs:moobloom",291
"Unknown","earthtojavamobs:moolip",292
"Unknown","earthtojavamobs:mottled_pig",262
"Unknown","earthtojavamobs:muddy_foot_rabbit",271
"Unknown","earthtojavamobs:muddy_pig",293
"Unknown","earthtojavamobs:pale_pig",263
"Unknown","earthtojavamobs:patched_sheep",277
"Unknown","earthtojavamobs:piebald_pig",264
"Unknown","earthtojavamobs:pink_footed_pig",265
"Unknown","earthtojavamobs:pinto_cow",254
"Unknown","earthtojavamobs:rainbow_sheep",294
"Unknown","earthtojavamobs:rocky_sheep",278
"Unknown","earthtojavamobs:rotten_flesh_projectile",295
"Unknown","earthtojavamobs:skeleton_wolf",296
"Unknown","earthtojavamobs:skewbald_chicken",260
"Unknown","earthtojavamobs:sooty_pig",266
"Unknown","earthtojavamobs:spotted_pig",267
"Unknown","earthtojavamobs:stormy_chicken",261
"Unknown","earthtojavamobs:sunset_cow",255
"Unknown","earthtojavamobs:tropical_slime",297
"Unknown","earthtojavamobs:umbra_cow",298
"Unknown","earthtojavamobs:vested_rabbit",272
"Unknown","earthtojavamobs:viler_witch",299
"Unknown","earthtojavamobs:wooly_cow",300
"Unknown","edenring:diskwing",301
"Unknown","edenring:lightning_ray",302
"Unknown","edenring:limphium_painting",303
"Unknown","exlinefurniture:entity_sit",304
"Unknown","goldenhoppers:golden_hopper_minecart",305
"Unknown","golemsgalore:amethyst_golem",312
"Unknown","golemsgalore:anti_creeper_golem",314
"Unknown","golemsgalore:diamond_golem",306
"Unknown","golemsgalore:diamond_laser_golem",315
"Unknown","golemsgalore:ghastly_golem",317
"Unknown","golemsgalore:golden_golem",308
"Unknown","golemsgalore:hay_golem",311
"Unknown","golemsgalore:laser_golem",313
"Unknown","golemsgalore:netherite_golem",307
"Unknown","golemsgalore:obama_prism_golem",316
"Unknown","golemsgalore:obsidian_golem",310
"Unknown","golemsgalore:pumpkin_projectile",318
"Unknown","golemsgalore:quartz_golem",309
"Unknown","graveyard:acolyte",320
"Unknown","graveyard:corrupted_pillager",322
"Unknown","graveyard:corrupted_vindicator",321
"Unknown","graveyard:ghoul",323
"Unknown","graveyard:nightmare",326
"Unknown","graveyard:reaper",324
"Unknown","graveyard:revenant",325
"Unknown","graveyard:skeleton_creeper",319
"Unknown","graveyard:wraith",327
"Unknown","hookshot:hookshot",328
"Unknown","immortuoscalyx:infecteddiver",331
"Unknown","immortuoscalyx:infectedhuman",330
"Unknown","immortuoscalyx:infectedig",333
"Unknown","immortuoscalyx:infectedplayer",329
"Unknown","immortuoscalyx:infectedvillager",332
"Unknown","kibe:thrown_torch",334
"Unknown","magicfungi:morbus_mooshroom",335
"Unknown","magicfungi:morbus_projectile",337
"Unknown","magicfungi:utilis_laser",336
"Unknown","mcda:summoned_bee",338
"Unknown","mcdar:buzzy_nest_bee",339
"Unknown","mcdar:enchanted_blue_sheep",340
"Unknown","mcdar:enchanted_green_sheep",341
"Unknown","mcdar:enchanted_red_sheep",342
"Unknown","mcdar:golem_kit_golem",343
"Unknown","mcdar:tasty_bone_wolf",344
"Unknown","mcdar:wonderful_wheat_llama",345
"Unknown","mcdw:summoned_bee",346
"Unknown","medievalweapons:diamond_francisca",351
"Unknown","medievalweapons:diamond_javelin",357
"Unknown","medievalweapons:golden_francisca",350
"Unknown","medievalweapons:golden_javelin",356
"Unknown","medievalweapons:healing_ball",359
"Unknown","medievalweapons:iron_francisca",349
"Unknown","medievalweapons:iron_javelin",355
"Unknown","medievalweapons:netherite_francisca",352
"Unknown","medievalweapons:netherite_javelin",358
"Unknown","medievalweapons:pendorite_francisca",361
"Unknown","medievalweapons:pendorite_javelin",360
"Unknown","medievalweapons:stone_francisca",348
"Unknown","medievalweapons:stone_javelin",354
"Unknown","medievalweapons:wooden_francisca",347
"Unknown","medievalweapons:wooden_javelin",353
"Unknown","moborigins:origin_slime",362
"Unknown","mythicmetals:banglum_tnt",363
"Unknown","mythicmounts:acencia",366
"Unknown","mythicmounts:archelon",367
"Unknown","mythicmounts:colelytra",365
"Unknown","mythicmounts:courierbird",368
"Unknown","mythicmounts:direwolf",369
"Unknown","mythicmounts:dragon",370
"Unknown","mythicmounts:firebird",364
"Unknown","mythicmounts:geckotoalizard",372
"Unknown","mythicmounts:griffon",371
"Unknown","mythicmounts:moth",373
"Unknown","mythicmounts:netherbat",374
"Unknown","mythicmounts:nightmare",375
"Unknown","mythicmounts:nudibranch",376
"Unknown","mythicmounts:ridinglizard",377
"Unknown","origins:enderian_pearl",378
"Unknown","promenade:duck",379
"Unknown","promenade:lush_creeper",380
"Unknown","promenade:sunken_skeleton",381
"Unknown","sandwichable:sandwich_table_minecart",113
"Unknown","shetiphiancore:gui_item",382
"Unknown","spectrum:block_flooder_projectile",388
"Unknown","spectrum:gravity_block",385
"Unknown","spectrum:invisible_glow_item_frame",387
"Unknown","spectrum:invisible_item_frame",386
"Unknown","spectrum:living_marker",383
"Unknown","spectrum:shooting_star",384
"Unknown","terraform:boat",389
"Unknown","terrarianslimes:baby_slime",402
"Unknown","terrarianslimes:black_slime",395
"Unknown","terrarianslimes:blue_slime",391
"Unknown","terrarianslimes:bomb",415
"Unknown","terrarianslimes:corrupt_slime",408
"Unknown","terrarianslimes:crimslime",410
"Unknown","terrarianslimes:dirt_bomb",416
"Unknown","terrarianslimes:dynamite",417
"Unknown","terrarianslimes:glowstick",418
"Unknown","terrarianslimes:green_slime",390
"Unknown","terrarianslimes:grenade",414
"Unknown","terrarianslimes:ice_slime",396
"Unknown","terrarianslimes:illuminant_slime",411
"Unknown","terrarianslimes:jungle_slime",398
"Unknown","terrarianslimes:king_slime",405
"Unknown","terrarianslimes:lava_slime",403
"Unknown","terrarianslimes:mother_slime",401
"Unknown","terrarianslimes:pinky",404
"Unknown","terrarianslimes:purple_slime",393
"Unknown","terrarianslimes:rainbow_slime",412
"Unknown","terrarianslimes:red_slime",392
"Unknown","terrarianslimes:sand_slime",397
"Unknown","terrarianslimes:slimeling",409
"Unknown","terrarianslimes:spike",413
"Unknown","terrarianslimes:spiked_ice_slime",399
"Unknown","terrarianslimes:spiked_jungle_slime",400
"Unknown","terrarianslimes:spiked_slime",406
"Unknown","terrarianslimes:umbrella_slime",407
"Unknown","terrarianslimes:yellow_slime",394
"Unknown","valley:bear",419
"Unknown","valley:duck",420
"Unknown","valley:fire_eel",421
"Unknown","valley:minnow",423
"Unknown","valley:perch",422
"Unknown","valley:red_porgy",425
"Unknown","valley:sardine",424
"Unknown","wildlife:alligator",438
"Unknown","wildlife:anglerfish",437
"Unknown","wildlife:ant",490
"Unknown","wildlife:anteater",467
"Unknown","wildlife:armadillo",468
"Unknown","wildlife:badger",471
"Unknown","wildlife:beaver",469
"Unknown","wildlife:bettafish",444
"Unknown","wildlife:bluebird",475
"Unknown","wildlife:bluegill",446
"Unknown","wildlife:boar",463
"Unknown","wildlife:capybara",465
"Unknown","wildlife:catfish",441
"Unknown","wildlife:chameleon",452
"Unknown","wildlife:chickadee",480
"Unknown","wildlife:clam",430
"Unknown","wildlife:cottonbird",485
"Unknown","wildlife:crab",457
"Unknown","wildlife:cricket",499
"Unknown","wildlife:deer",464
"Unknown","wildlife:dragonfly",493
"Unknown","wildlife:ferret",454
"Unknown","wildlife:flycatcher",483
"Unknown","wildlife:gecko",451
"Unknown","wildlife:glasswing_butterfly",498
"Unknown","wildlife:glow_jellyfish",435
"Unknown","wildlife:goldfinch",474
"Unknown","wildlife:goldfish",445
"Unknown","wildlife:grass_snake",450
"Unknown","wildlife:hammerhead_shark",431
"Unknown","wildlife:hamster",453
"Unknown","wildlife:hedgehog",455
"Unknown","wildlife:hermitcrab",456
"Unknown","wildlife:horseshoecrab",426
"Unknown","wildlife:iguana",458
"Unknown","wildlife:jellyfish",434
"Unknown","wildlife:june_beetle",461
"Unknown","wildlife:king_snake",447
"Unknown","wildlife:koi",439
"Unknown","wildlife:ladybug",492
"Unknown","wildlife:lark",482
"Unknown","wildlife:mantaray",432
"Unknown","wildlife:meadowlark",477
"Unknown","wildlife:milk_snake",449
"Unknown","wildlife:monarch_butterfly",497
"Unknown","wildlife:monkey",462
"Unknown","wildlife:morpho_butterfly",496
"Unknown","wildlife:oriole",476
"Unknown","wildlife:phoebe",473
"Unknown","wildlife:porcupine",470
"Unknown","wildlife:possum",466
"Unknown","wildlife:prawn",442
"Unknown","wildlife:python",448
"Unknown","wildlife:rainbow_trout",440
"Unknown","wildlife:rhino_beetle",459
"Unknown","wildlife:robin",481
"Unknown","wildlife:sanddollar",427
"Unknown","wildlife:seahorse",436
"Unknown","wildlife:seaurchin",429
"Unknown","wildlife:shrimp",443
"Unknown","wildlife:snail",488
"Unknown","wildlife:sparrow",486
"Unknown","wildlife:spicebush_butterfly",494
"Unknown","wildlife:spider",489
"Unknown","wildlife:staghorn_beetle",460
"Unknown","wildlife:starfish",428
"Unknown","wildlife:stickbug",487
"Unknown","wildlife:stingray",433
"Unknown","wildlife:sunflowerbeetle",491
"Unknown","wildlife:swallow",472
"Unknown","wildlife:tiger_butterfly",495
"Unknown","wildlife:towhee",479
"Unknown","wildlife:white_eye",484
"Unknown","wildlife:wren",478
