"Mod name","Registry name","Item ID","Display name"
"Botania","botania:lens_messenger",4977,"Mana Lens: Messenger"
"Botania","botania:lens_mine",4962,"Mana Lens: Bore"
"Botania","botania:lens_normal",4955,"Mana Lens"
"Botania","botania:lens_paint",4969,"Mana Lens: Paintslinger"
"Botania","botania:lens_phantom",4964,"Mana Lens: Phantom"
"Botania","botania:lens_piston",4971,"Mana Lens: Force"
"Botania","botania:lens_power",4957,"Mana Lens: Potency"
"Botania","botania:lens_redirect",4974,"Mana Lens: Redirective"
"Botania","botania:lens_speed",4956,"Mana Lens: Velocity"
"Botania","botania:lens_storm",4979,"Mana Lens: Storm"
"Botania","botania:lens_time",4958,"Mana Lens: Resistance"
"Botania","botania:lens_tripwire",4978,"Mana Lens: Tripwire"
"Botania","botania:lens_warp",4973,"Mana Lens: Warp"
"Botania","botania:lens_weight",4968,"Mana Lens: Weight"
"Botania","botania:lexicon",4905,"Lexica Botania"
"Botania","botania:life_essence",4931,"Gaia Spirit"
"Botania","botania:light_blue_double_flower",4545,"Tall Mystical Light Blue Flower"
"Botania","botania:light_blue_floating_flower",4497,"Floating Light Blue Flower"
"Botania","botania:light_blue_mushroom",4529,"Light Blue Shimmering Mushroom"
"Botania","botania:light_blue_mystical_flower",4465,"Mystical Light Blue Flower"
"Botania","botania:light_blue_petal",4913,"Mystical Light Blue Petal"
"Botania","botania:light_blue_petal_block",4513,"Light Blue Petal Block"
"Botania","botania:light_blue_shiny_flower",4481,"Glimmering Light Blue Flower"
"Botania","botania:light_gray_double_flower",4550,"Tall Mystical Light Gray Flower"
"Botania","botania:light_gray_floating_flower",4502,"Floating Light Gray Flower"
"Botania","botania:light_gray_mushroom",4534,"Light Gray Shimmering Mushroom"
"Botania","botania:light_gray_mystical_flower",4470,"Mystical Light Gray Flower"
"Botania","botania:light_gray_petal",4918,"Mystical Light Gray Petal"
"Botania","botania:light_gray_petal_block",4518,"Light Gray Petal Block"
"Botania","botania:light_gray_shiny_flower",4486,"Glimmering Light Gray Flower"
"Botania","botania:light_launcher",4672,"Luminizer Launcher"
"Botania","botania:light_relay",4668,"Luminizer"
"Botania","botania:lime_double_flower",4547,"Tall Mystical Lime Flower"
"Botania","botania:lime_floating_flower",4499,"Floating Lime Flower"
"Botania","botania:lime_mushroom",4531,"Lime Shimmering Mushroom"
"Botania","botania:lime_mystical_flower",4467,"Mystical Lime Flower"
"Botania","botania:lime_petal",4915,"Mystical Lime Petal"
"Botania","botania:lime_petal_block",4515,"Lime Petal Block"
"Botania","botania:lime_shiny_flower",4483,"Glimmering Lime Flower"
"Botania","botania:living_root",4944,"Living Root"
"Botania","botania:livingrock",4568,"Livingrock"
